objectid,site_name,site_categ,site_type,shape_stat,common_nam,sci_name,taxon_leve,class_name,establish,establish1,data_origi,local_id,reference,origin,origin_met,originator,last_visit,last_vis_1,last_vis_2,next_visit,last_vis_3,last_vis_4,last_vis_5,assoc_visi,assoc_site,assoc_obs,assoc_surv,field_loca,source_geo,comments,gis_acres,gis_miles,fs_unit_id,fs_unit_na,data_sourc,last_updat,site_cn,spatial_id,exempt_fro,shape_area,shape_len,canopy_cover,focal_mean,lf_sclass,EVT_GP_N,elevation,slope,aspect,TRI,TPI,geom
432281,Haskins North 2022 Goshawk Nest,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2022-01-01,Year,Non-Forest Service,R05F11AD02T39,Activity Center,Natural,Direct,"PETERSEN, JAMES M (Experienced)",2022-07-15,2022-07-15,Day,NA,Active,Usable,Semi-Dependent or Fledgling Period,2,1,1,1,0,Point,NA,0.078,0.039,0511,Plumas National Forest,02,2024-10-31,5BA0A08B-7819-42F8-A3C4-C59B1031BCEA,5BA0A08B-7819-42F8-A3C4-C59B1031BCEA,NA,3.30269749245e-8,6.6201914552e-4,76,68.68000030517578,E,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1693,6.321625709533691,252.29957580566406,18.375,2.375,"c(-2106246.54792357, 2152001.57382796)"
433022,Northern Goshawk Nest,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2010-05-26,Exact,Forest Service,R02F03D06T27b - Ingersoll Peak 2,Ingersoll Peak,Natural,Direct,"WILDLIFE, CREW (Limited Experience), WATSON, EVAN (Experienced)",2020-06-15,2020-06-15,Exact,NA,Inactive,Usable,Reproducing,10,0,0,0,10,Point,"Nest was found during visit of orignal Ingersoll Peak 1 nest.  Nest stand and surrounding area will be treated ""clumpy groupy"" as recommened by Richard Reynolds and Russ Graham.  Monitoring will continue. Nest tree is PIPO, Height is 86 ft.  17.1 DBH. 7",0.078,0.039,0203,Black Hills National Forest,03,2024-01-09,9d215007-6abf-4f8f-b638-dbea4df3ea19,9d215007-6abf-4f8f-b638-dbea4df3ea19,NA,3.51564621425e-8,6.89957319207e-4,72,65.5199966430664,E,"Ponderosa Pine Forest, Woodland and Savanna",1569,4.972445964813232,289.6040954589844,19.625,12.375,"c(-595721.468218256, 2348031.4450563)"
432462,South Fork Rock 2022 Goshawk Nest,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2022-07-25,Day,Forest Service,R05F11AD02T70,Activity Center,Natural,Direct,"PETERSEN, JAMES M (Experienced)",2022-07-25,2022-07-25,Exact,NA,Active,Usable,Semi-Dependent or Fledgling Period,1,1,1,1,0,Point,2022 nest tree found by IBP.,0.078,0.039,0511,Plumas National Forest,02,2024-10-31,A3BBCD05-35F3-429D-A522-97F8F8D6E44B,A3BBCD05-35F3-429D-A522-97F8F8D6E44B,NA,3.30298599615e-8,6.62057677286e-4,74,72.08000183105469,B,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1509,6.254925727844238,43.339717864990234,18.75,-11.25,"c(-2095374.11664235, 2149778.57648033)"
432834,R04F15D51T04-B,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,1997-01-01,Year,Forest Service,South Three Mile Creek,NA,Natural,Direct,"UNKNOWN, UNKNOWN (Unknown)",2019-06-03,2019-06-03,Day,NA,Active,Usable,Reproducing,2,3,0,0,0,Point,NA,0.078,0.039,0415,Caribou-Targhee National Forest,00,2023-12-22,25e00057-8b11-4920-84ae-7c17bda1a6ba,25e00057-8b11-4920-84ae-7c17bda1a6ba,NA,3.54401416915e-8,6.93633560996e-4,57,57.119998931884766,E,Lodgepole Pine Forest and Woodland,2077,11.425735473632813,63.79081726074219,35.625,-2.125,"c(-1271736.989798, 2486165.21010817)"
433024,Northern Goshawk Nest,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2016-09-29,Exact,Forest Service,R02F03D06T34b - Church Camp 2,Church Camp,Natural,Direct,"WATSON, EVAN (Experienced), WILDLIFE, CREW (Limited Experience)",2020-07-22,2020-07-22,Exact,NA,Inactive,Usable,Reproducing,2,0,0,0,10,Point,NA,0.078,0.039,0203,Black Hills National Forest,03,2024-01-09,a9d379c2-d6d3-4586-9174-5ac7460f750c,a9d379c2-d6d3-4586-9174-5ac7460f750c,NA,3.51498222595e-8,6.89871202278e-4,58,60.20000076293945,E,"Ponderosa Pine Forest, Woodland and Savanna",1540,4.7814764976501465,90.38452911376953,20.5,18,"c(-597393.525130997, 2346891.49216037)"
433043,R04F15D51T12-C,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,1997-01-01,Year,Forest Service,Saw Creek,NA,Natural,Direct,"UNKNOWN, UNKNOWN (Unknown)",2019-06-06,2019-06-06,Day,NA,Active,Usable,Reproducing,1,6,0,0,0,Point,NA,0.078,0.039,0415,Caribou-Targhee National Forest,00,2023-12-22,619f5767-deea-4c38-b40e-4bc7549dd07c,619f5767-deea-4c38-b40e-4bc7549dd07c,NA,3.54848143e-8,6.94210713829e-4,59,53.720001220703125,D,Douglas-fir Forest and Woodland,2076,6.09006404876709,57.89875030517578,17.875,-0.625,"c(-1258637.13060621, 2492353.73037369)"
429729,Shingle Spr 1996 NOGO Nest 2,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,1996-01-01,Year,Forest Service,NA,1996,Natural,Direct,"WOODBRIDGE, BRIAN (Experienced)",2023-08-07,2023-08-07,Exact,NA,Inactive,Usable,Reproducing,7,0,0,2,0,Point,NA,0.078,0.039,0505,Klamath National Forest,00,2025-01-10,870bb2f7-3343-4f82-8fd5-aaf36cae0c94,870bb2f7-3343-4f82-8fd5-aaf36cae0c94,NA,3.38696159665e-8,6.73142183243e-4,66,67.36000061035156,E,Red Fir Forest and Woodland,1678,4.225337982177734,36.34745788574219,12.75,-5.75,"c(-2132788.77077448, 2357221.33198711)"
429820,Rolling Creek NOGO Nest A,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2022-06-13,Day,Forest Service,NA,NA,Natural,Direct,"PAINTER, MIKELE (Experienced)",2024-07-16,2024-07-16,Exact,NA,Inactive,Usable,Reproducing,2,1,0,0,0,Point,Nest found while quietly searching the area during a regular survey; adult female seen silently brooding on the nest.,0.078,0.039,0212,Pike-San Isabel National Forest,02,2024-07-25,4779DF3E-9FC7-4C44-A3FE-1103FB631E13,4779DF3E-9FC7-4C44-A3FE-1103FB631E13,NA,3.278145197e-8,6.5876361258e-4,61,53.31999969482422,D,"Aspen Forest, Woodland, and Parkland",2651,7.932572364807129,52.52992630004883,22.625,0.625,"c(-802708.604666848, 1852765.46483691)"
430641,Typhoon 1985 NOGO Nest 1,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,1985-01-01,Year,Forest Service,NA,1985,Natural,Direct,"WOODBRIDGE, BRIAN (Experienced)",2023-07-24,2023-07-24,Exact,NA,Inactive,Usable,Reproducing,8,0,0,2,0,Point,NA,0.078,0.039,0505,Klamath National Forest,00,2025-01-10,d1b7452b-f4ba-44cf-ad90-a9b3405e4a6b,d1b7452b-f4ba-44cf-ad90-a9b3405e4a6b,NA,3.3858247771e-8,6.72992538687e-4,70,70.91999816894531,A,"Alpine Dwarf-Shrubland, Fell-field and Meadow",1799,6.5937957763671875,335.92449951171875,21.125,13.875,"c(-2113555.98249741, 2349267.55645877)"
430750,Typhoon 2007 NOGO Nest 7,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2007-01-01,Year,Forest Service,NA,2007,Natural,Direct,"THOMPSON, ELLEN (Limited Experience)",2023-07-24,2023-07-24,Exact,NA,Inactive,Usable,Reproducing,7,0,0,3,0,Point,NA,0.078,0.039,0505,Klamath National Forest,00,2025-01-10,d6898f10-c5d4-4fa3-b498-600f0e25100f,d6898f10-c5d4-4fa3-b498-600f0e25100f,NA,3.3857960841e-8,6.72988910137e-4,74,70.12000274658203,C,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1799,6.5937957763671875,335.92449951171875,21.125,13.875,"c(-2113677.00552041, 2349242.26221249)"
430751,N Antelope 1993 NOGO Nest 2,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,1993-01-01,Year,Forest Service,NA,1993,Natural,Direct,"WOODBRIDGE, BRIAN (Experienced)",2022-08-29,2022-08-29,Exact,NA,Inactive,Usable,Reproducing,2,0,0,1,0,Point,NA,0.078,0.039,0505,Klamath National Forest,00,2025-01-08,d720bc59-76b3-49ff-a00f-94f5771de175,d720bc59-76b3-49ff-a00f-94f5771de175,NA,3.38555853715e-8,6.72957812862e-4,56,58.36000061035156,C,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,1669,4.057899475097656,309.8636169433594,12.125,3.375,"c(-2118519.52904665, 2350058.95012295)"
430365,NOGO Nest - Seneca 322,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2019-06-20,Exact,Forest Service,NOGO SEN 322,NA,Natural,Direct,"SIBLEY, JEANNINE (Experienced), LEE, JOHN (Experienced)",2021-05-26,2021-05-26,Exact,NA,Inactive,Usable,Reproducing,6,1,3,0,0,Point,"6/20/2019: UTM location using Garmin GPSMap 64S

NEST INFO (2019)  - Newly built in 2019
Height (m): 12.8 (42 ft)
Compass Direction (deg): 146
Nest Type: Platform - Bulky Stick
Dist to Trunk (cm): 91.4 (3 ft)
Composition: Sticks
	
NEST PLANT INF",0.078,0.039,0604,Malheur National Forest,02,2024-02-20,54f0a829-eb20-4707-a6ac-cf9e6d460c35,54f0a829-eb20-4707-a6ac-cf9e6d460c35,NA,3.5283697119e-8,6.9160756313e-4,45,48.36000061035156,D,"Ponderosa Pine Forest, Woodland and Savanna",1587,2.2184691429138184,0.8303154706954956,7,2.25,"c(-1810690.79738925, 2568341.71556307)"
430852,Grouse Hill 1982 NOGO Nest,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,1982-01-01,Year,Forest Service,R05F05D57T07,NA,Natural,Direct,"UNKNOWN, KLAMATH NF BIOLOGIST (Experienced)",2022-08-25,2022-08-25,Exact,NA,Inactive,Usable,Reproducing,23,0,14,1,0,Point,DXDS_CN: 11217 CMN_SITE_CN_LINK: KNF_GOS_NEST_63,0.078,0.039,0505,Klamath National Forest,00,2025-01-08,8325d797-47a2-405e-a699-781733be5874,8325d797-47a2-405e-a699-781733be5874,NA,3.3899972988e-8,6.73541717033e-4,75,69.08000183105469,A,"Alpine Dwarf-Shrubland, Fell-field and Meadow",2039,2.9540586471557617,315,10.125,1.625,"c(-2094868.30304973, 2353461.14130973)"
429751,Mesa 1992 NOGO Nest,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,1992-01-01,Year,Forest Service,NA,NA,Natural,Direct,"UNKNOWN, KLAMATH NF BIOLOGIST (Experienced)",2022-07-19,2022-07-19,Exact,NA,Inactive,Usable,Reproducing,15,0,8,2,0,Point,DXDS_CN: 11217 CMN_SITE_CN_LINK: KNF_GOS_NEST_87,0.078,0.039,0505,Klamath National Forest,00,2025-01-10,a168ac9c-57b6-489f-a15e-1d15ce3960ff,a168ac9c-57b6-489f-a15e-1d15ce3960ff,NA,3.38633851965e-8,6.73060387997e-4,77,70.08000183105469,B,Red Fir Forest and Woodland,1857,7.167494773864746,307.3814392089844,21.25,5.25,"c(-2110388.23059688, 2349556.1378007)"
430770,Little Horse 2 1989 NOGO Nest,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,1989-01-01,Year,Forest Service,R05F05D57T23,NA,Natural,Direct,"UNKNOWN, KLAMATH NF BIOLOGIST (Experienced)",2022-08-24,2022-08-24,Exact,NA,Inactive,Usable,Reproducing,15,0,4,1,0,Point,DXDS_CN: 11217 CMN_SITE_CN_LINK: KNF_GOS_NEST_79,0.078,0.039,0505,Klamath National Forest,00,2025-01-08,814d3c57-6af9-4166-8d74-b97a3fef06d1,814d3c57-6af9-4166-8d74-b97a3fef06d1,NA,3.3865290896e-8,6.73085306642e-4,49,53.68000030517578,A,"Alpine Dwarf-Shrubland, Fell-field and Meadow",1596,7.8048858642578125,17.396020889282227,25,-0.75,"c(-2117775.88449397, 2352035.69789701)"
430773,Miller Mtn 2007 NOGO Nest 4,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2007-01-01,Year,Forest Service,NA,2007,Natural,Direct,"ROTHAMEL, SARA (Limited Experience)",2021-09-21,2021-09-21,Exact,NA,Inactive,Usable,Reproducing,10,0,0,1,0,Point,NA,0.078,0.039,0505,Klamath National Forest,00,2025-01-08,7bc913fb-9362-4836-aa44-717d2027d730,7bc913fb-9362-4836-aa44-717d2027d730,NA,3.3916998111e-8,6.73765239682e-4,64,68.19999694824219,D,Red Fir Forest and Woodland,1984,5.602299213409424,354.7461853027344,16.125,3.375,"c(-2141392.03488503, 2370302.59629049)"
429938,Deer/Slate PAC 2019 Goshawk Nest,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2019-06-11,Exact,Non-Forest Service,NA,NA,Natural,Other,"IBP, INSTITUTE FOR BIRD POPULATIONS (Experienced)",2019-06-11,2019-06-11,Exact,NA,Active,Usable,Dependent or Nestling Period,1,0,1,1,0,Point,"Nest tree Doug Fir approx dbh 30 inches
Nest not observed until 0932 but edited to accomadate entry of detection at 0903",0.078,0.039,0511,Plumas National Forest,02,2024-10-31,de237419-9077-401d-ae61-5429c79de840,de237419-9077-401d-ae61-5429c79de840,NA,3.3053862414e-8,6.62375393571e-4,80,79.63999938964844,C,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1233,6.241888999938965,5.300926685333252,18.125,-3.375,"c(-2094737.89029679, 2155470.83141452)"
429853,Northern Goshawk Nest,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2020-06-16,Exact,Forest Service,R02F03D08T05-h,Boxelder,Natural,Direct,"MASSIE, JODI (Experienced), HULTS, TODD (Limited Experience)",2024-07-15,2024-07-15,Exact,NA,Inactive,Usable,Semi-Dependent or Fledgling Period,6,0,1,0,0,Point,Nest tree is a 19 inch dbh healthy ponderosa pine.  4B structural stage with less than 40% understory (as of 6/16/2020),0.078,0.039,0203,Black Hills National Forest,00,2024-11-08,3bef747d-9d6d-4a85-94ac-e5287f191d16,3bef747d-9d6d-4a85-94ac-e5287f191d16,NA,3.53304871025e-8,6.92213768773e-4,62,62.040000915527344,D,"Ponderosa Pine Forest, Woodland and Savanna",1594,8.316821098327637,354.048583984375,25.875,5.375,"c(-601828.721449092, 2381683.64644365)"
429948,Goshawk Nest - Turner Horseshoe C,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2019-06-10,Day,Forest Service,NA,NA,Natural,Direct,"BARTON, RACHAEL (Experienced), WIEBELHAUS, ANNA (Experienced)",2020-06-25,2020-06-25,Day,NA,Inactive,Usable,Reproducing,3,0,4,1,0,Point,NA,0.078,0.039,0621,Colville National Forest,00,2023-10-31,e641691c-7c0c-469e-8ae9-48685c26ce5e,e641691c-7c0c-469e-8ae9-48685c26ce5e,NA,3.8394792454e-8,7.31155691389e-4,72,72.12000274658203,D,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,1319,11.716642379760742,297.3973693847656,35.25,3.75,"c(-1680735.21278811, 3067525.77364868)"
429784,NOGO Nest - Irving Creek,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2019-04-24,Day,Forest Service,Irving Creek NOGO Nest,NA,Natural,Direct,"MEDINA, JESSICA I (Experienced), OWNSBEY, ARIS (Experienced), RIVETTE, KATHERINE (Experienced), KENNY, CATHERINE (Experienced), REYNOLDS, MARK (Experienced), ANDERSON, KRYSTAL (Experienced)",2022-08-10,2022-08-10,Exact,NA,Active,Usable,Reproducing,6,0,11,4,0,Point,See attached images of nest tree and nest.,0.078,0.039,0505,Klamath National Forest,00,2025-01-10,1ddff7f6-acdb-409e-add9-5cb8ca8dafac,1ddff7f6-acdb-409e-add9-5cb8ca8dafac,NA,3.3811345411e-8,6.72375421442e-4,80,80.04000091552734,B,California Mixed Evergreen Forest and Woodland,574,23.965620040893555,237.79519653320313,75.625,2.125,"c(-2246908.45524562, 2377076.35743144)"
430139,Muskgrave 2013 NOGO Nest,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2013-01-01,Year,Forest Service,NA,NA,Natural,Direct,"SCHMEISKE, MICHAEL (Experienced), SAMPALIS, NICHOLAS (Limited Experience)",2021-08-30,2021-08-30,Exact,NA,Inactive,Usable,Reproducing,7,0,2,1,7,Point,"Stick nest 1' away from trunk of ~22"" DBH PSME and facing 152*, ~75' up tree in live condition. Flagged and labeled '2013 NOGO'.",0.078,0.039,0505,Klamath National Forest,02,2025-01-10,b0c78f01-98bd-4085-bfe8-2cb2bf73c104,b0c78f01-98bd-4085-bfe8-2cb2bf73c104,NA,3.4005877227e-8,6.74933181444e-4,79,75.4000015258789,B,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,1578,12.230183601379395,97.29066467285156,39.375,-12.875,"c(-2128706.87836748, 2386552.50630559)"
430416,Typhoon 1983 NOGO Nest,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,1983-01-01,Year,Forest Service,R05F05D57T11,NA,Natural,Direct,"UNKNOWN, KLAMATH NF BIOLOGIST (Experienced)",2022-08-23,2022-08-23,Exact,NA,Inactive,Usable,Reproducing,18,0,13,1,0,Point,DXDS_CN: 11217 CMN_SITE_CN_LINK: KNF_GOS_NEST_67,0.078,0.039,0505,Klamath National Forest,00,2025-01-08,6e82317e-f4ec-4576-a6e9-6b5ce44e9ef3,6e82317e-f4ec-4576-a6e9-6b5ce44e9ef3,NA,3.3863697916e-8,6.73064575454e-4,75,73.4800033569336,C,Red Fir Forest and Woodland,1798,6.352782726287842,158.09129333496094,20,1.75,"c(-2112767.45936077, 2350285.1164012)"
429560,Miller Mtn 1989 NOGO Nest 1,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,1989-01-01,Year,Forest Service,NA,1989,Natural,Direct,"CHEYNE, CHRISTY (Experienced)",2021-09-21,2021-09-21,Exact,NA,Inactive,Usable,Reproducing,6,0,0,1,0,Point,NA,0.078,0.039,0505,Klamath National Forest,00,2025-01-08,572d7816-1e93-4a9f-80b9-f75b5125b19d,572d7816-1e93-4a9f-80b9-f75b5125b19d,NA,3.39180363e-8,6.73779171574e-4,65,68.80000305175781,E,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1946,9.3931303024292,3.891676187515259,30.125,-6.875,"c(-2141649.79190612, 2370611.15014123)"
430247,Black Rock 1988 NOGO Nest,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,1988-01-01,Year,Forest Service,NA,NA,Natural,Direct,"UNKNOWN, KLAMATH NF BIOLOGIST (Experienced)",2021-08-17,2021-08-17,Exact,NA,Inactive,Usable,Reproducing,18,0,10,1,0,Point,DXDS_CN: 11217 CMN_SITE_CN_LINK: KNF_GOS_NEST_81,0.078,0.039,0505,Klamath National Forest,00,2025-01-08,45ded4ab-ee4e-4132-abb7-46410c04dbb9,45ded4ab-ee4e-4132-abb7-46410c04dbb9,NA,3.40169078385e-8,6.75078455567e-4,73,71.4800033569336,E,Red Fir Forest and Woodland,1891,5.515554904937744,270.66619873046875,16.875,4.625,"c(-2136931.91475729, 2391339.61563124)"
430723,Galloway NOGO Nest 2021,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2021-07-28,Day,Forest Service,R05F17D53T18 Galloway PAC,Activity Center,Natural,Direct,"TOUMPAS, ANASTASIA (Experienced)",2021-07-28,2021-07-28,Exact,NA,Active,Usable,Dependent or Nestling Period,1,2,0,1,0,Point,"New nest located in 2021, under the NYLRP Galloway NOGO Survey. Revised the Galloway NOGO PAC boundary to include this new nest.",0.078,0.039,0517,Tahoe National Forest,02,2023-12-23,ef9c8134-1832-4218-bcaf-86e9f6531153,ef9c8134-1832-4218-bcaf-86e9f6531153,NA,3.28763111755e-8,6.60021890484e-4,81,79.68000030517578,B,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1366,15.157037734985352,349.8544616699219,58,41.5,"c(-2090332.72509314, 2110504.3539228)"
430733,Little Shasta Mdw 2002 NOGO Nest 4,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2002-01-01,Year,Forest Service,NA,2002,Natural,Direct,"FROST, ELIZABETH (Experienced)",2021-08-19,2021-08-19,Exact,NA,Inactive,Usable,Reproducing,8,0,0,1,0,Point,NA,0.078,0.039,0505,Klamath National Forest,00,2025-01-08,5ab571a3-26f1-4321-a61d-fa071de568a1,5ab571a3-26f1-4321-a61d-fa071de568a1,NA,3.3989136029e-8,6.74713501999e-4,69,70.68000030517578,E,Red Fir Forest and Woodland,1884,3.6894633769989014,139.23638916015625,11.125,1.875,"c(-2135632.40407024, 2384792.31426919)"
436986,Sailor Ravine Pac NOGO Nest 2018,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2018-06-07,Exact,Forest Service,R05F17D55T27,NA,Natural,Direct,"WATSON-WYNN, PRISCILLA (Experienced), PURKEY, REBECCA (Experienced)",2018-06-07,2018-06-07,Exact,NA,Active,Usable,Unknown,1,1,0,1,0,Point,Ad NOGO defending nest,0.078,0.039,0517,Tahoe National Forest,02,2024-05-03,1c08c9fa-a297-44f4-87d2-d9c7d9f760fa,1c08c9fa-a297-44f4-87d2-d9c7d9f760fa,NA,3.2741963601e-8,6.58239618338e-4,73,74.839996337890625,E,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1439,11.974577903747559,280.0606994628906,38.625,5.375,"c(-2087272.40775171, 2076024.54163907)"
437163,Deep Ck Pac NOGO Nest 2018,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2018-07-16,Exact,Forest Service,R05F17D57T24,NA,Natural,Direct,"BROKAW, JOHN (Experienced)",2020-06-24,2020-06-24,Exact,NA,Active,Usable,Dependent or Nestling Period,1,1,0,0,0,Point,Some of the best habitat on ther district.,0.078,0.039,0517,Tahoe National Forest,00,2024-05-03,f93c9dd9-b7fa-47da-a937-97f13b14b2f4,f93c9dd9-b7fa-47da-a937-97f13b14b2f4,NA,3.2741410587e-8,6.58232281769e-4,69,69.68000030517578,E,Lodgepole Pine Forest and Woodland,2045,15.896035194396973,27.979475021362305,50.375,-16.375,"c(-2049698.04075874, 2065997.38752781)"
437653,SAILOR RAVINE NOGO PAC NEST 2019,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2019-06-11,Exact,Forest Service,R05F17D55T27,Activity Center,Natural,Unknown,"WARNER, STEVEN (Experienced), HOVANEC, COLE (Experienced)",2019-06-11,2019-06-11,Exact,NA,Active,Usable,Dependent or Nestling Period,1,1,1,1,0,Point,"Goshawk flyover at 1340 with vocal approach.  A nest was located nearby.  Located two feathers under the nest at 39.25311, -120.69289.  Goshawk flew within 10 meters multiple times, flying around and near the nest.",0.078,0.039,0517,Tahoe National Forest,00,2024-05-03,09fd797f-bf3b-43db-a4cf-1d5166671ad4,09fd797f-bf3b-43db-a4cf-1d5166671ad4,NA,3.2741684928e-8,6.58235700553e-4,73,73.04000091552734,E,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1374,6.646143913269043,253.48583984375,40,-35.5,"c(-2087647.96047036, 2076036.23482235)"
437359,NOGO Nest - Luce Creek 22,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2022-06-22,Day,Forest Service,BMRD NOGO Nest,NOGO Nest LUC 22,Natural,Direct,"HENNING, JENNY (Experienced)",2022-06-22,2022-06-22,Day,NA,Active,Usable,Reproducing,1,1,1,0,0,Point,NA,0.078,0.039,0604,Malheur National Forest,00,2025-01-28,0C0E05CD-75F0-4497-B6FA-7F99ECEBF3C1,0C0E05CD-75F0-4497-B6FA-7F99ECEBF3C1,NA,3.5359419871e-8,6.92588297729e-4,54,48.7599983215332,B,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,1495,2.054121732711792,162.69947814941406,7.625,-5.375,"c(-1825224.27819176, 2586630.3336343)"
436762,Goshawk Nest,Biological,Nest,CURRENT,American Goshawk,Accipiter atricapillus,Species,Birds,2024-08-12,Day,Forest Service,Muddy Slide Nest 2,RTYA-MSGHN2,Natural,Reported,"GRIGOROVICH, E (Limited Experience), JOHNSON, CHELSEA (Experienced), SVOBODA, L (Limited Experience)",2024-08-12,2024-08-12,Day,NA,Active,Usable,Reproducing,1,0,1,0,0,Point,NA,0.078,0.039,0206,Medicine Bow-Routt National Forest,00,2024-12-13,9171725C-CA55-4AB2-90BD-3E39CF160F99,9171725C-CA55-4AB2-90BD-3E39CF160F99,NA,3.31466177845e-8,6.63603141053e-4,49,50,D,Lodgepole Pine Forest and Woodland,2929,3.493462562561035,245.55604553222656,11.25,4.5,"c(-910554.358449716, 1951742.89979437)"
436765,Little Shasta Mdw 1993 NOGO Nest 2,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,1993-01-01,Year,Forest Service,NA,1993,Natural,Direct,"WOODBRIDGE, BRIAN (Experienced)",2021-08-19,2021-08-19,Exact,NA,Inactive,Usable,Reproducing,2,0,0,1,0,Point,NA,0.078,0.039,0505,Klamath National Forest,00,2025-01-08,196b65f2-317a-4127-a6dc-c55e601d13d0,196b65f2-317a-4127-a6dc-c55e601d13d0,NA,3.3988705915e-8,6.7470758068e-4,60,53.20000076293945,C,Red Fir Forest and Woodland,1859,3.5959632396698,138.62149047851563,10.875,-4.375,"c(-2135499.59932839, 2384645.65523455)"
436683,Brush Creek Goshawk Nest 2020,Biological,Nest,CURRENT,American Goshawk,Accipiter atricapillus,Species,Birds,2020-01-01,Year,Forest Service,R05F17D53T44,Activity Center,Natural,Unknown,"GRAHAM, BARBARA (Experienced)",2020-07-01,2020-07-01,Day,NA,Active,Usable,Semi-Dependent or Fledgling Period,6,1,1,1,0,Point,Site name and species updated in 2024 to reflect goshawk taxonomic changes- now American Goshawk (Accipiter atricapillus).,0.078,0.039,0517,Tahoe National Forest,02,2024-10-22,0da870e1-1d43-4217-b951-426410d5c793,0da870e1-1d43-4217-b951-426410d5c793,NA,3.28504093485e-8,6.59678429588e-4,82,80.55999755859375,E,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1373,9.550651550292969,263.87091064453125,28.75,-2.25,"c(-2097225.85682425, 2105892.05515456)"
437470,Bear Ck Pac NOGO Nest 2014,Biological,Nest,CURRENT,American Goshawk,Accipiter gentilis,Species,NA,2014-06-27,Exact,Forest Service,R05F17D57T25,NA,Natural,Direct,"BROKAW, JOHN (Experienced)",2020-08-12,2020-08-12,Exact,NA,Inactive,Usable,Semi-Dependent or Fledgling Period,9,0,0,1,5,Point,"2014-Nest found, agaitated adult and 2 fledglings present. A horse packer riding in the area said the bird has been using the area for the last 2 years, 1 adult and 2 juveniles in 2013. Nest in Jeffrey Pine, tree height 70ft, nest height 35ft, DBH 25.9,",0.078,0.039,0517,Tahoe National Forest,00,2024-05-03,9ea49873-54d9-40b3-8e29-fd9c65057829,9ea49873-54d9-40b3-8e29-fd9c65057829,NA,3.27143741225e-8,6.57873335199e-4,69,56.31999969482422,E,Douglas-fir-Grand Fir-White Fir Forest and Woodland,1975,12.261962890625,118.88211059570313,38.625,-2.375,"c(-2048871.53022674, 2058959.09108192)"
